symbol,direction,entry_price,exit_price,entry_bar,exit_bar,shares,pnl,exit_reason,predicted_return,actual_return,confidence,correct_direction,is_exploration,entry_source,regime_at_entry,regime_at_exit,mfe,mae,bars_held_at_exit,time_in_trade_seconds,closed_at
XOM,1.0,160.11,160.67,4124,4209,33,18.48,horizon_timeout,0.001347,0.003498,0.252,True,False,alpha,chop,chop,19.14,7.85,18,1053.3,2026-04-02T18:11:44.901035+00:00
NVDA,1.0,177.04,176.975,4359,4428,18,-1.17,pyramid_cut_partial_at_-0.9R,0.000478,-0.000367,0.3541,False,False,alpha,chop,chop,0.0,6.99,15,853.2,2026-04-02T18:56:25.522412+00:00
XOM,1.0,160.95,160.81,4407,4437,20,-2.8,pyramid_cut_full_at_-1.4R,0.000132,-0.00087,0.2761,False,False,alpha,chop,chop,1.0,6.52,7,370.0,2026-04-02T18:58:16.001874+00:00
SH,1.0,37.7,37.68,4451,4456,88,-1.76,pyramid_cut_full_at_-1.6R,0.000435,-0.000531,0.28,False,False,alpha,chop,chop,0.0,2.67,2,64.1,2026-04-02T19:02:16.553150+00:00
PSQ,1.0,31.87,31.82,4657,4697,105,-5.25,stop_loss,0.000373,-0.001569,0.28,False,False,alpha,chop,chop,1.58,2.79,8,486.4,2026-04-02T19:51:18.482733+00:00
QQQ,1.0,581.5,581.12,5448,5473,2,-0.76,pyramid_cut_full_at_-1.1R,0.000223,-0.000653,0.275,False,False,alpha,chop,chop,0.06,2.43,6,303.4,2026-04-07T15:43:13.981489+00:00
SPY,1.0,654.615,655.3517,5537,5622,6,4.42,horizon_timeout,0.000209,0.001125,0.28,True,False,alpha,chop,chop,7.29,6.82,18,1033.7,2026-04-07T16:13:20.251702+00:00
XLE,1.0,60.168,60.07,5676,5696,28,-2.74,pyramid_cut_full_at_-1.8R,0.000217,-0.001629,0.28,False,False,alpha,chop,chop,0.2,2.82,5,244.8,2026-04-07T16:28:16.963648+00:00
SH,1.0,37.66,37.61,5676,5696,44,-2.2,pyramid_cut_full_at_-1.7R,0.000563,-0.001328,0.28,False,False,alpha,chop,chop,0.0,2.65,5,244.8,2026-04-07T16:28:16.966980+00:00
XLE,1.0,60.0906,60.11,5869,5944,82,1.59,stop_loss,7.1e-05,0.000323,0.3216,True,False,alpha,chop,chop,6.1,0.77,15,911.6,2026-04-07T17:18:18.638494+00:00
QQQ,1.0,584.434,583.922,5943,5959,5,-2.56,pyramid_cut_full_at_-1.3R,0.000597,-0.000876,0.28,False,False,alpha,chop,chop,0.23,4.3,4,194.2,2026-04-07T17:21:20.917597+00:00
XLK,1.0,136.45,136.33,6067,6083,24,-2.88,pyramid_cut_full_at_-1.3R,0.000569,-0.000879,0.2576,False,False,alpha,chop,chop,0.48,5.99,4,194.4,2026-04-07T17:46:20.280727+00:00
SPY,1.0,656.83,656.45,6142,6187,2,-0.76,pyramid_cut_full_at_-1.4R,0.000508,-0.000579,0.28,False,False,alpha,chop,chop,0.16,1.45,10,547.6,2026-04-07T18:07:19.979972+00:00
PSQ,1.0,31.8064,31.79,6142,6202,59,-0.97,pyramid_cut_full_at_-1.5R,0.000347,-0.000517,0.4176,False,False,alpha,chop,chop,-0.38,1.57,13,729.4,2026-04-07T18:10:21.766111+00:00
XLE,1.0,59.9311,59.88,6255,6311,28,-1.43,pyramid_cut_full_at_-1.4R,0.000282,-0.000852,0.28,False,False,alpha,chop,chop,1.09,2.9,12,680.5,2026-04-07T18:32:23.731234+00:00
SPY,1.0,656.1925,655.9,6295,6350,1,-0.29,pyramid_cut_partial_at_-0.8R,0.000607,-0.000446,0.28,False,False,alpha,chop,chop,0.05,0.61,12,669.0,2026-04-07T18:40:17.500126+00:00
SH,1.0,37.73,37.7,6508,6529,88,-2.64,pyramid_cut_full_at_-1.3R,3.6e-05,-0.000795,0.28,False,False,alpha,chop,chop,-0.44,5.85,5,256.6,2026-04-07T19:16:23.625355+00:00
XLE,1.0,60.0619,60.09,6493,6578,109,3.06,horizon_timeout,0.000301,0.000467,0.28,True,False,alpha,chop,chop,7.42,9.71,18,1035.1,2026-04-07T19:26:20.100217+00:00
PSQ,1.0,31.79,31.6691,6665,6677,105,-12.69,stop_loss,9.7e-05,-0.003802,0.28,False,False,alpha,chop,chop,0.0,4.78,3,144.7,2026-04-07T19:46:26.405702+00:00
XLE,1.0,56.93,60.09,6766,6769,58,183.28,reconciliation_adjustment,0.000221,0.055507,0.28,True,False,alpha,chop,chop,0.0,9.06,0,35.9,2026-04-08T13:29:47.378354+00:00
XLE,1.0,56.4593,56.32,6776,6806,37,-5.15,stop_loss,0.01,-0.002467,0.5,False,False,,unknown,chop,10.39,3.06,1,0.0,2026-04-08T13:37:11.787691+00:00
XOM,1.0,154.0471,153.57,7643,7654,21,-10.02,pyramid_cut_full_at_-1.7R,0.000607,-0.003097,0.2668,False,False,alpha,chop,chop,0.69,10.0,3,133.9,2026-04-08T16:28:23.286290+00:00
AAPL,1.0,257.4539,257.76,7618,7703,18,5.51,horizon_timeout,0.000504,0.001189,0.28,True,False,alpha,chop,chop,9.2,8.24,18,1033.5,2026-04-08T16:38:19.547821+00:00
XLK,1.0,141.79,141.87,7974,8059,3,0.24,horizon_timeout,0.000469,0.000564,0.28,True,False,alpha,chop,chop,0.24,0.02,18,1033.0,2026-04-08T17:50:22.749421+00:00
TSLA,1.0,347.28,346.48,8127,8197,6,-4.8,pyramid_cut_full_at_-1.0R,0.00023,-0.002304,0.4134,False,False,alpha,chop,chop,3.46,6.65,15,853.0,2026-04-08T18:18:22.003015+00:00
AAPL,1.0,257.39,257.2063,8260,8315,8,-1.47,pyramid_cut_partial_at_-0.9R,0.000399,-0.000714,0.3879,False,False,alpha,chop,chop,0.84,3.74,12,671.6,2026-04-08T18:42:17.151567+00:00
AMZN,1.0,221.2537,220.735,8334,8355,4,-2.07,pyramid_cut_full_at_-2.8R,0.000521,-0.002345,0.4934,False,False,alpha,chop,chop,-0.07,1.63,4,255.8,2026-04-08T18:50:23.186600+00:00
SPY,1.0,673.89,673.5,8453,8518,3,-1.17,pyramid_cut_full_at_-1.3R,0.000345,-0.000579,0.3106,False,False,alpha,chop,chop,1.5,2.18,14,792.8,2026-04-08T19:23:21.566921+00:00
IWM,1.0,259.91,259.5033,8911,8931,6,-2.44,pyramid_cut_full_at_-1.6R,0.000284,-0.001565,0.4407,False,False,alpha,chop,chop,0.18,3.01,5,252.5,2026-04-09T14:15:17.091932+00:00
PSQ,1.0,30.7,30.627,9296,9307,73,-5.33,pyramid_cut_full_at_-6.5R,0.00038,-0.002378,0.3818,False,False,alpha,chop,chop,0.0,2.26,2,134.0,2026-04-09T15:33:17.077060+00:00
NVDA,1.0,183.31,183.1793,9647,9682,15,-1.96,pyramid_cut_full_at_-1.0R,0.000733,-0.000713,0.3018,False,False,alpha,chop,chop,2.11,5.7,8,431.6,2026-04-09T16:49:16.151743+00:00
SPY,1.0,678.895,679.44,10195,10338,10,5.45,max_holding_period,0.000308,0.000803,0.3106,True,False,alpha,chop,chop,5.55,5.81,30,1752.1,2026-04-09T19:02:18.854683+00:00
PSQ,1.0,30.4368,30.38,10815,10854,83,-4.71,pyramid_cut_full_at_-3.1R,0.000299,-0.001865,0.3679,False,False,alpha,chop,chop,1.1,3.18,8,493.3,2026-04-10T14:15:16.558492+00:00
XOM,1.0,153.5186,153.2,10815,10859,7,-2.23,pyramid_cut_full_at_-1.5R,0.000445,-0.002075,0.3087,False,False,alpha,chop,chop,1.55,3.56,10,556.3,2026-04-10T14:16:19.559077+00:00
IWM,1.0,261.9958,261.73,10858,10988,17,-4.52,pyramid_cut_full_at_-2.8R,4e-05,-0.001015,0.4826,False,False,alpha,chop,chop,5.17,0.46,27,1631.5,2026-04-10T14:43:18.391637+00:00
NVDA,1.0,188.64,188.4892,11493,11513,13,-1.96,pyramid_cut_full_at_-1.1R,0.000757,-0.000799,0.4146,False,False,alpha,chop,chop,-0.39,5.71,5,245.4,2026-04-10T16:30:17.467829+00:00
SPY,1.0,679.5669,679.23,11385,11533,7,-2.36,pyramid_cut_full_at_-1.1R,0.000314,-0.000496,0.4958,False,False,alpha,chop,chop,3.31,3.78,31,1811.2,2026-04-10T16:34:23.084436+00:00
AMZN,1.0,237.941,237.634,11527,11572,5,-1.53,pyramid_cut_full_at_-1.7R,0.00052,-0.00129,0.3464,False,False,alpha,chop,chop,0.52,2.13,10,550.1,2026-04-10T16:42:19.626972+00:00
