XLE,1.0,60.0619,60.09,6493,6578,109,3.06,horizon_timeout,0.000301,0.000467,0.28,True,False,alpha,chop,chop,7.42,9.71,18,1035.1,2026-04-07T19:26:20.100217+00:00
PSQ,1.0,31.79,31.6691,6665,6677,105,-12.69,stop_loss,9.7e-05,-0.003802,0.28,False,False,alpha,chop,chop,0.0,4.78,3,144.7,2026-04-07T19:46:26.405702+00:00
XLE,1.0,56.93,60.09,6766,6769,58,183.28,reconciliation_adjustment,0.000221,0.055507,0.28,True,False,alpha,chop,chop,0.0,9.06,0,35.9,2026-04-08T13:29:47.378354+00:00
XLE,1.0,56.4593,56.32,6776,6806,37,-5.15,stop_loss,0.01,-0.002467,0.5,False,False,,unknown,chop,10.39,3.06,1,0.0,2026-04-08T13:37:11.787691+00:00
XOM,1.0,154.0471,153.57,7643,7654,21,-10.02,pyramid_cut_full_at_-1.7R,0.000607,-0.003097,0.2668,False,False,alpha,chop,chop,0.69,10.0,3,133.9,2026-04-08T16:28:23.286290+00:00
AAPL,1.0,257.4539,257.76,7618,7703,18,5.51,horizon_timeout,0.000504,0.001189,0.28,True,False,alpha,chop,chop,9.2,8.24,18,1033.5,2026-04-08T16:38:19.547821+00:00
XLK,1.0,141.79,141.87,7974,8059,3,0.24,horizon_timeout,0.000469,0.000564,0.28,True,False,alpha,chop,chop,0.24,0.02,18,1033.0,2026-04-08T17:50:22.749421+00:00
TSLA,1.0,347.28,346.48,8127,8197,6,-4.8,pyramid_cut_full_at_-1.0R,0.00023,-0.002304,0.4134,False,False,alpha,chop,chop,3.46,6.65,15,853.0,2026-04-08T18:18:22.003015+00:00
AAPL,1.0,257.39,257.2063,8260,8315,8,-1.47,pyramid_cut_partial_at_-0.9R,0.000399,-0.000714,0.3879,False,False,alpha,chop,chop,0.84,3.74,12,671.6,2026-04-08T18:42:17.151567+00:00
AMZN,1.0,221.2537,220.735,8334,8355,4,-2.07,pyramid_cut_full_at_-2.8R,0.000521,-0.002345,0.4934,False,False,alpha,chop,chop,-0.07,1.63,4,255.8,2026-04-08T18:50:23.186600+00:00
SPY,1.0,673.89,673.5,8453,8518,3,-1.17,pyramid_cut_full_at_-1.3R,0.000345,-0.000579,0.3106,False,False,alpha,chop,chop,1.5,2.18,14,792.8,2026-04-08T19:23:21.566921+00:00
