claim_id,channel,video_id,video_date,claim_type,thesis_cluster,_scope,package,fact_key,verdict,supported,unknown,checkable
BR-20260821-01,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,AI_BUBBLE,core90,V1,semi_hyperscaler_decoupling,MOSTLY_TRUE,True,False,True
BR-20260821-02,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,AI_BUBBLE,core90,V1,semis_two_year_gain,MOSTLY_TRUE,True,False,True
BR-20260821-03,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,AI_BUBBLE,core90,V1,mag7_relative_underperformance,MISLEADING,False,False,True
BR-20260821-05,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,AI_BUBBLE,core90,V1,recent_ai_correction_aug2026,TRUE,True,False,True
BR-20260821-06,bravos,Jw8ykhoOVBQ,2026-08-21,SOURCE_CITATION,AI_BUBBLE,core90,V1,karp_tokens_no_value,TRUE,True,False,True
BR-20260821-07,bravos,Jw8ykhoOVBQ,2026-08-21,SOURCE_CITATION,AI_BUBBLE,core90,V1,uber_ai_budget,UNVERIFIABLE,False,True,False
BR-20260821-08,bravos,Jw8ykhoOVBQ,2026-08-21,POLICY_FACT,AI_BUBBLE,core90,V1,microsoft_internal_ai_limits,UNVERIFIABLE,False,True,False
BR-20260821-11,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,AI_BUBBLE,core90,V1,hyperscalers_20pct_of_market,MOSTLY_TRUE,True,False,True
BR-20260821-13,bravos,Jw8ykhoOVBQ,2026-08-21,RECOMMENDATION,AI_BUBBLE,core90,V1,recommendation_no_fact,UNVERIFIABLE,False,True,False
BR-20260821-14,bravos,Jw8ykhoOVBQ,2026-08-21,SOURCE_CITATION,AI_BUBBLE,core90,V1,gartner_hype_cycle,MOSTLY_TRUE,True,False,True
BR-20260821-20,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,AI_BUBBLE,core90,V1,ai_investment_8pct_gdp,FALSE,False,False,True
BR-20260821-29,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,AI_BUBBLE,core90,V1,hyperscaler_debt_2024_25_150B,MOSTLY_TRUE,True,False,True
BR-20260821-30,bravos,Jw8ykhoOVBQ,2026-08-21,DATA_POINT,AI_BUBBLE,core90,V1,hyperscaler_debt_2026ytd_244B,TRUE,True,False,True
BR-20260821-35,bravos,Jw8ykhoOVBQ,2026-08-21,RECOMMENDATION,AI_BUBBLE,core90,V1,recommendation_no_fact,UNVERIFIABLE,False,True,False
BR-20260629-01,bravos,OZhbi8m1Mw8,2026-06-29,SOURCE_CITATION,AI_BUBBLE,core90,V1,credit_stress_ai_real,TRUE,True,False,True
BR-20260629-02,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,tv_clip_alphabet,UNVERIFIABLE,False,True,False
BR-20260629-03,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,tv_clip_alphabet,UNVERIFIABLE,False,True,False
BR-20260629-06,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,megacap_drawdowns_jun2026,UNVERIFIABLE,False,True,False
BR-20260629-09,bravos,OZhbi8m1Mw8,2026-06-29,SOURCE_CITATION,AI_BUBBLE,core90,V1,unnamed_analysts_warnings,UNVERIFIABLE,False,True,False
BR-20260629-11,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,hyperscaler_fcf_300B,MOSTLY_TRUE,True,False,True
BR-20260629-12,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,hyperscaler_fcf_wiped_out,MOSTLY_TRUE,True,False,True
BR-20260629-25,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,hyperscaler_capex_vs_cashflow,TRUE,True,False,True
BR-20260629-28,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,non_hyperscaler_capex_low,MOSTLY_TRUE,True,False,True
BR-20260629-29,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,non_hyperscaler_capex_low,MOSTLY_TRUE,True,False,True
BR-20260629-30,bravos,OZhbi8m1Mw8,2026-06-29,DATA_POINT,AI_BUBBLE,core90,V1,hyperscalers_20pct_of_market,MOSTLY_TRUE,True,False,True
BR-20260723-01,bravos,QNFLN6IvB88,2026-07-23,DATA_POINT,AI_BUBBLE,core90,V1,mag7_relative_underperformance,MISLEADING,False,False,True
BR-20260723-03,bravos,QNFLN6IvB88,2026-07-23,DATA_POINT,AI_BUBBLE,core90,V1,mag7_relative_underperformance,MISLEADING,False,False,True
BR-20260723-05,bravos,QNFLN6IvB88,2026-07-23,DATA_POINT,AI_BUBBLE,core90,V1,mag7_relative_underperformance,MISLEADING,False,False,True
BR-20260723-06,bravos,QNFLN6IvB88,2026-07-23,SOURCE_CITATION,AI_BUBBLE,core90,V1,unnamed_analysts_warnings,UNVERIFIABLE,False,True,False
BR-20260723-08,bravos,QNFLN6IvB88,2026-07-23,DATA_POINT,AI_BUBBLE,core90,V1,tech_share_sp500_2000,TRUE,True,False,True
BR-20260723-11,bravos,QNFLN6IvB88,2026-07-23,DATA_POINT,AI_BUBBLE,core90,V1,ai_share_sp500_40_45pct,TRUE,True,False,True
BR-20260723-16,bravos,QNFLN6IvB88,2026-07-23,DATA_POINT,AI_BUBBLE,core90,V1,mag7_earnings_melting_up,TRUE,True,False,True
BR-20260723-17,bravos,QNFLN6IvB88,2026-07-23,RECOMMENDATION,AI_BUBBLE,core90,V1,recommendation_no_fact,UNVERIFIABLE,False,True,False
BR-20260723-29,bravos,QNFLN6IvB88,2026-07-23,RECOMMENDATION,AI_BUBBLE,core90,V1,recommendation_no_fact,UNVERIFIABLE,False,True,False
AJ-20260819-04,jikh,_YXDHskRP6Y,2026-08-19,DATA_POINT,AI_BUBBLE,core90,V1,ai_linked_debt_1_2T,TRUE,True,False,True
AJ-20260819-05,jikh,_YXDHskRP6Y,2026-08-19,DATA_POINT,AI_BUBBLE,core90,V1,ai_debt_15pct_ig_index,MOSTLY_TRUE,True,False,True
AJ-20260819-10,jikh,_YXDHskRP6Y,2026-08-19,SOURCE_CITATION,AI_BUBBLE,core90,V1,retirement_money_funds_ai,MOSTLY_TRUE,True,False,True
AJ-20260819-11,jikh,_YXDHskRP6Y,2026-08-19,DATA_POINT,AI_BUBBLE,core90,V1,meta_blueowl_hyperion_spv,TRUE,True,False,True
AJ-20260819-32,jikh,_YXDHskRP6Y,2026-08-19,DATA_POINT,AI_BUBBLE,core90,V1,hyperscaler_capex_vs_cashflow,TRUE,True,False,True
AJ-20260819-33,jikh,_YXDHskRP6Y,2026-08-19,POLICY_FACT,AI_BUBBLE,core90,V1,google_100yr_bond_2126,MOSTLY_TRUE,True,False,True
AJ-20260819-35,jikh,_YXDHskRP6Y,2026-08-19,SOURCE_CITATION,AI_BUBBLE,core90,V1,goldman_1_5T_lease_commitments,MOSTLY_TRUE,True,False,True
AJ-20260819-36,jikh,_YXDHskRP6Y,2026-08-19,DATA_POINT,AI_BUBBLE,core90,V1,private_credit_finances_ai,TRUE,True,False,True
AJ-20260902-02,jikh,NZpobX6MQVA,2026-09-02,DATA_POINT,AI_BUBBLE,core90,V1,agent_civilizations_post,TRUE,True,False,True
AJ-20260902-03,jikh,NZpobX6MQVA,2026-09-02,SOURCE_CITATION,AI_BUBBLE,core90,V1,agent_civilizations_post,TRUE,True,False,True
AJ-20260902-04,jikh,NZpobX6MQVA,2026-09-02,POLICY_FACT,AI_BUBBLE,core90,V1,agent_civilizations_post,TRUE,True,False,True
AJ-20260902-05,jikh,NZpobX6MQVA,2026-09-02,SOURCE_CITATION,AI_BUBBLE,core90,V1,agent_civilizations_post,TRUE,True,False,True
AJ-20260902-06,jikh,NZpobX6MQVA,2026-09-02,SOURCE_CITATION,AI_BUBBLE,core90,V1,metr_redwood_verification,MOSTLY_TRUE,True,False,True
AJ-20260902-07,jikh,NZpobX6MQVA,2026-09-02,SOURCE_CITATION,AI_BUBBLE,core90,V1,anthropic_three_companies,UNVERIFIABLE,False,True,False
AJ-20260916-05,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,altman_2015_end_of_world,TRUE,True,False,True
AJ-20260916-07,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,musk_ai_worse_than_nukes,TRUE,True,False,True
AJ-20260916-08,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,cruz_killer_robots,UNVERIFIABLE,False,True,False
AJ-20260916-09,jikh,xSXNSt0m-go,2026-09-16,POLICY_FACT,AI_BUBBLE,core90,V1,coxon_resignation_quote,MOSTLY_TRUE,True,False,True
AJ-20260916-10,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,coxon_resignation_quote,MOSTLY_TRUE,True,False,True
AJ-20260916-14,jikh,xSXNSt0m-go,2026-09-16,POLICY_FACT,AI_BUBBLE,core90,V1,anthropic_ipo_pending,OPEN,False,False,False
AJ-20260916-15,jikh,xSXNSt0m-go,2026-09-16,DATA_POINT,AI_BUBBLE,core90,V1,anthropic_trillion_valuation,TRUE,True,False,True
AJ-20260916-17,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,sacks_doomer_funding,UNVERIFIABLE,False,True,False
AJ-20260916-18,jikh,xSXNSt0m-go,2026-09-16,DATA_POINT,AI_BUBBLE,core90,V1,buterin_600M_fli,MOSTLY_TRUE,True,False,True
AJ-20260916-19,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,sacks_doomer_funding,UNVERIFIABLE,False,True,False
AJ-20260916-20,jikh,xSXNSt0m-go,2026-09-16,DATA_POINT,AI_BUBBLE,core90,V1,coxon_six_weeks_nonprofit,FALSE,False,False,True
AJ-20260916-22,jikh,xSXNSt0m-go,2026-09-16,POLICY_FACT,AI_BUBBLE,core90,V1,bernie_ban_superintelligence,UNVERIFIABLE,False,True,False
AJ-20260916-24,jikh,xSXNSt0m-go,2026-09-16,POLICY_FACT,AI_BUBBLE,core90,V1,ai_ceos_asked_for_regulation,TRUE,True,False,True
AJ-20260916-26,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,cruz_killer_robots,UNVERIFIABLE,False,True,False
AJ-20260916-27,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,hendrycks_natural_selection,TRUE,True,False,True
AJ-20260916-28,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,documenting_agi_credit,UNVERIFIABLE,False,True,False
AJ-20260916-30,jikh,xSXNSt0m-go,2026-09-16,DATA_POINT,AI_BUBBLE,core90,V1,hustlegpt_100,TRUE,True,False,True
AJ-20260916-31,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,project_vend,TRUE,True,False,True
AJ-20260916-37,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,anthropic_threat_report,UNVERIFIABLE,False,True,False
AJ-20260916-39,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,model_self_exfiltration,MOSTLY_TRUE,True,False,True
AJ-20260916-42,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,gpt4_taskrabbit,MOSTLY_TRUE,True,False,True
AJ-20260916-45,jikh,xSXNSt0m-go,2026-09-16,SOURCE_CITATION,AI_BUBBLE,core90,V1,agents_secret_language,MISLEADING,False,False,True
AJ-20260720-02,jikh,hy90LdpEUvQ,2026-07-20,DATA_POINT,AI_BUBBLE,core90,V1,korea_memory_stocks_2026,TRUE,True,False,True
AJ-20260720-18,jikh,hy90LdpEUvQ,2026-07-20,DATA_POINT,AI_BUBBLE,core90,V1,hyperscaler_capex_2026_725B,TRUE,True,False,True
AJ-20260720-23,jikh,hy90LdpEUvQ,2026-07-20,DATA_POINT,AI_BUBBLE,core90,V1,korea_micron_selloff,MOSTLY_TRUE,True,False,True
AJ-20260720-35,jikh,hy90LdpEUvQ,2026-07-20,DATA_POINT,AI_BUBBLE,core90,V1,hyperscaler_capex_2026_725B,TRUE,True,False,True
AJ-20260720-36,jikh,hy90LdpEUvQ,2026-07-20,SOURCE_CITATION,AI_BUBBLE,core90,V1,chanos_roiic_40_20_10,TRUE,True,False,True
AJ-20260720-38,jikh,hy90LdpEUvQ,2026-07-20,DATA_POINT,AI_BUBBLE,core90,V1,ai_lab_compute_demand_concentration,MOSTLY_TRUE,True,False,True
AJ-20260720-42,jikh,hy90LdpEUvQ,2026-07-20,RECOMMENDATION,AI_BUBBLE,core90,V1,recommendation_no_fact,UNVERIFIABLE,False,True,False
AJ-20260720-45,jikh,hy90LdpEUvQ,2026-07-20,SOURCE_CITATION,AI_BUBBLE,core90,V1,first_mover_capex_cut_rewarded,MOSTLY_TRUE,True,False,True
AJ-20260720-48,jikh,hy90LdpEUvQ,2026-07-20,SOURCE_CITATION,AI_BUBBLE,core90,V1,chanos_next_trillion_50B,MOSTLY_TRUE,True,False,True
AJ-20260805-40,jikh,dlaVKt9-Tfg,2026-08-05,DATA_POINT,AI_BUBBLE,core90,V1,aschenbrenner_fund,UNVERIFIABLE,False,True,False
AJ-20260707-08,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,chinese_model_cost_advantage,MISLEADING,False,False,True
AJ-20260707-09,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,us_ai_investment_2026_1T,MOSTLY_TRUE,True,False,True
AJ-20260707-11,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,zitron_llm_dead_end,MOSTLY_TRUE,True,False,True
AJ-20260707-12,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,karp_tokens_no_value,TRUE,True,False,True
AJ-20260707-14,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,karp_tokens_no_value,TRUE,True,False,True
AJ-20260707-16,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,labs_cant_wait_quote,MOSTLY_TRUE,True,False,True
AJ-20260707-18,jikh,siazPdsZHuI,2026-07-07,POLICY_FACT,AI_BUBBLE,core90,V1,figma_claude_design,UNVERIFIABLE,False,True,False
AJ-20260707-19,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,karp_tokens_no_value,TRUE,True,False,True
AJ-20260707-20,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,palantir_europe_nvidia,UNVERIFIABLE,False,True,False
AJ-20260707-21,jikh,siazPdsZHuI,2026-07-07,POLICY_FACT,AI_BUBBLE,core90,V1,palantir_europe_nvidia,UNVERIFIABLE,False,True,False
AJ-20260707-23,jikh,siazPdsZHuI,2026-07-07,POLICY_FACT,AI_BUBBLE,core90,V1,korea_national_ai_plan,MOSTLY_TRUE,True,False,True
AJ-20260707-24,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,korea_national_ai_plan,MOSTLY_TRUE,True,False,True
AJ-20260707-27,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,openai_2025_burn_20_9B,TRUE,True,False,True
AJ-20260707-28,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,openai_2025_burn_20_9B,TRUE,True,False,True
AJ-20260707-31,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,oracle_openai_concentration,MOSTLY_TRUE,True,False,True
AJ-20260707-32,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,zitron_stargate_75B,MOSTLY_TRUE,True,False,True
AJ-20260707-33,jikh,siazPdsZHuI,2026-07-07,POLICY_FACT,AI_BUBBLE,core90,V1,nvidia_neocloud_circularity,MOSTLY_TRUE,True,False,True
AJ-20260707-34,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,nvidia_neocloud_circularity,MOSTLY_TRUE,True,False,True
AJ-20260707-35,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,hyperscalers_dont_disclose_ai_revenue,TRUE,True,False,True
AJ-20260707-36,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,hyperscalers_dont_disclose_ai_revenue,TRUE,True,False,True
AJ-20260707-38,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,us_ai_investment_2026_1T,MOSTLY_TRUE,True,False,True
AJ-20260707-39,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,chinese_model_cost_advantage,MISLEADING,False,False,True
AJ-20260707-40,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,artificial_analysis_index,UNVERIFIABLE,False,True,False
AJ-20260707-43,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,longcat_meituan,UNVERIFIABLE,False,True,False
AJ-20260707-44,jikh,siazPdsZHuI,2026-07-07,DATA_POINT,AI_BUBBLE,core90,V1,chinese_model_cost_advantage,MISLEADING,False,False,True
AJ-20260707-48,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,first_mover_capex_cut_rewarded,MOSTLY_TRUE,True,False,True
AJ-20260707-59,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,burry_token_index_20pct,MOSTLY_TRUE,True,False,True
AJ-20260707-60,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,bloomberg_token_caveats,TRUE,True,False,True
AJ-20260707-61,jikh,siazPdsZHuI,2026-07-07,SOURCE_CITATION,AI_BUBBLE,core90,V1,bloomberg_token_caveats,TRUE,True,False,True
BR-20260602-02,bravos,bgAmexfyVOI,2026-06-02,SOURCE_CITATION,AI_BUBBLE,audit,V1,unnamed_bubble_montage,UNVERIFIABLE,False,True,False
BR-20260602-03,bravos,bgAmexfyVOI,2026-06-02,DATA_POINT,AI_BUBBLE,audit,V1,tech_index_doubled_12m,FALSE,False,False,True
BR-20260602-04,bravos,bgAmexfyVOI,2026-06-02,SOURCE_CITATION,AI_BUBBLE,audit,V1,nber_bubble_definition,FALSE,False,False,True
BR-20260602-05,bravos,bgAmexfyVOI,2026-06-02,DATA_POINT,AI_BUBBLE,audit,V1,mag7_earnings_melting_up,TRUE,True,False,True
BR-20260602-06,bravos,bgAmexfyVOI,2026-06-02,DATA_POINT,AI_BUBBLE,audit,V1,ai_share_vs_1929_railroads,MISLEADING,False,False,True
BR-20260602-08,bravos,bgAmexfyVOI,2026-06-02,DATA_POINT,AI_BUBBLE,audit,V1,openai_anthropic_booked_rev_20_25B,TRUE,True,False,True
BR-20260602-10,bravos,bgAmexfyVOI,2026-06-02,SOURCE_CITATION,AI_BUBBLE,audit,V1,ken_griffin_flipped,UNVERIFIABLE,False,True,False
BR-20260602-28,bravos,bgAmexfyVOI,2026-06-02,DATA_POINT,AI_BUBBLE,audit,V1,momentum_no_concern_jun2026,TRUE,True,False,True
BR-20260605-11,bravos,inUGgMv9Zq0,2026-06-05,DATA_POINT,AI_BUBBLE,audit,V1,tech_capex_record_vs_traditional,MOSTLY_TRUE,True,False,True
BR-20260605-13,bravos,inUGgMv9Zq0,2026-06-05,DATA_POINT,AI_BUBBLE,audit,V1,tech_capex_1980s_pace,UNVERIFIABLE,False,True,False
BR-20260605-16,bravos,inUGgMv9Zq0,2026-06-05,DATA_POINT,AI_BUBBLE,audit,V1,amazon_trillions_ai,MISLEADING,False,False,True
BR-20260605-17,bravos,inUGgMv9Zq0,2026-06-05,DATA_POINT,AI_BUBBLE,audit,V1,tech_hiring_freeze_hurting_jobs,MISLEADING,False,False,True
BR-20260611-05,bravos,zmIhCFYlBP0,2026-06-11,POLICY_FACT,AI_BUBBLE,audit,V1,spacex_ipo_largest_ever,TRUE,True,False,True
BR-20260611-19,bravos,zmIhCFYlBP0,2026-06-11,DATA_POINT,AI_BUBBLE,audit,V1,megacap_drawdowns_jun2026,UNVERIFIABLE,False,True,False
BR-20260507-02,bravos,opuHyONlqjY,2026-05-07,DATA_POINT,AI_BUBBLE,audit,V1,hyperscaler_capex_2026_700B,TRUE,True,False,True
BR-20260507-04,bravos,opuHyONlqjY,2026-05-07,DATA_POINT,AI_BUBBLE,audit,V1,recommendation_no_fact,UNVERIFIABLE,False,True,False
BR-20260507-05,bravos,opuHyONlqjY,2026-05-07,POLICY_FACT,AI_BUBBLE,audit,V1,hyperscaler_layoffs_2026,MOSTLY_TRUE,True,False,True
BR-20260507-06,bravos,opuHyONlqjY,2026-05-07,SOURCE_CITATION,AI_BUBBLE,audit,V1,unnamed_analysts_warnings,UNVERIFIABLE,False,True,False
BR-20260507-10,bravos,opuHyONlqjY,2026-05-07,DATA_POINT,AI_BUBBLE,audit,V1,mag7_earnings_melting_up,TRUE,True,False,True
BR-20260507-17,bravos,opuHyONlqjY,2026-05-07,DATA_POINT,AI_BUBBLE,audit,V1,mag7_earnings_melting_up,TRUE,True,False,True
BR-20260507-18,bravos,opuHyONlqjY,2026-05-07,SOURCE_CITATION,AI_BUBBLE,audit,V1,capex_guidance_rising_800B,MOSTLY_TRUE,True,False,True
BR-20260507-21,bravos,opuHyONlqjY,2026-05-07,RECOMMENDATION,AI_BUBBLE,audit,V1,semis_record_earnings,MOSTLY_TRUE,True,False,True
